Poskytovateľ,Dataset,Počet stiahnutí,Rok
Ministerstvo vnútra SR,Zmenová dávka č. 13024315,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13024564,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13024588,17,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13024635,18,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13024649,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13024667,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13024690,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13024702,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13024716,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13024741,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13024789,8,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13024820,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13024838,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13024853,17,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13024867,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13024883,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13024896,18,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13024989,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13025039,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13025090,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13025163,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13025212,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13025287,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13025312,6,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13025334,6,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13025352,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13025382,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13025452,16,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13025471,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13025487,6,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13025547,4,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13025565,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13025573,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13025584,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13025599,3,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13025607,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13025662,7,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13025686,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13025725,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13025771,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13025875,7,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13025905,4,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13025942,7,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13026031,18,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13026055,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13026085,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13026105,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13026194,94,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13026231,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13026363,7,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13030634,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13030692,8,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13030715,6,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13033678,6,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13033716,5,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13036432,5,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13036499,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13038212,8,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13039851,19,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13043606,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13043615,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13043624,5,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13046197,18,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13046269,6,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13050472,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13050502,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13050526,6,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13053454,7,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13053491,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13057315,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13057352,3,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13057383,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13058949,4,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13060689,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13064068,8,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13064118,6,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13064155,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13066690,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13066772,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13071411,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13071486,7,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13071501,7,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13071513,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13074173,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13074228,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13079117,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13079180,7,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13079203,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13079210,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13080769,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13082379,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13086297,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13086379,8,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13086386,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13089675,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13089694,17,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13093102,18,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13093141,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13093191,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13096839,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13096889,8,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13096930,5,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13099337,5,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13099345,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13101004,7,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13102676,7,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13105753,18,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13105760,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13109017,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13109101,18,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13112131,7,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13112138,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13114198,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13117150,8,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13120885,5,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13121184,3,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13121311,23,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13121352,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13121372,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13121392,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13121410,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13121422,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13121432,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13121581,16,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13121601,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13121617,16,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13121678,8,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13121782,16,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13121793,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13121804,6,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13121892,5,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13121909,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13121976,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13122008,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13122019,17,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13122030,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13122891,17,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13125636,8,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13125728,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13127689,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13129465,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13130970,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13132610,6,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13134684,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13137036,17,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13137120,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13139385,18,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13141008,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13142784,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13144234,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13145727,8,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13147934,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13152995,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13153098,19,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13153105,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13153112,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13157517,8,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13157524,6,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13157532,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13157539,5,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13161022,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13161126,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13161132,5,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13161353,21,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13161369,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13161391,7,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13161401,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13161410,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13161436,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13161455,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13161464,1,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13161471,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13161530,3,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13161591,5,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13161665,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13161675,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13161687,6,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13161743,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13161826,6,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13161836,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13161864,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13161893,8,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13161905,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13161916,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13161940,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13161961,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13161981,18,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13161995,8,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13162018,8,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13162037,3,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13162049,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13162061,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13162098,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13162122,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13162133,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13162153,21,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13162164,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13162174,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13162198,7,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13162221,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13162237,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13162246,8,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13162257,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13162267,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13162280,4,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13162362,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13162424,8,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13162435,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13162443,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13162454,8,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13162462,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13162487,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13162541,7,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13162570,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13162597,16,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13162638,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13162656,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13162666,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13162681,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13162691,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13162710,8,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13162720,8,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13162732,6,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13162760,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13162770,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13162839,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13165477,6,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13167487,17,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13171187,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13171198,17,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13171205,4,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13174273,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13174361,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13177720,18,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13177829,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13177837,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13180819,8,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13180920,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13182918,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13184967,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13186598,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13190001,8,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13190111,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13190119,18,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13195461,7,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13195562,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13195570,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13195577,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13195584,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13198571,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13198685,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13201963,18,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13202067,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13205426,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13205497,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13205528,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13206989,6,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13208598,8,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13212058,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13212088,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13215452,8,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13215572,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13215580,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13221087,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13221166,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13221207,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13221215,16,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13221222,16,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13225364,7,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13225474,21,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13225482,19,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13229315,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13229323,7,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13229330,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13230986,7,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13232543,6,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13235124,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13235236,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13238059,7,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13238164,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13241776,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13241893,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13241902,16,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13242092,22,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13242101,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13242116,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13242153,17,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13242166,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13242175,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13242194,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13242231,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13242253,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13242270,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13242301,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13242331,2,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13242346,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13242370,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13242382,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13242399,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13242447,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13242462,24,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13242484,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13242548,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13242654,8,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13242692,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13242723,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13242753,7,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13242773,7,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13242821,18,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13242879,6,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13242896,7,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13242918,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13242956,7,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13242996,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13243299,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13243327,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13243341,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13243368,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13243487,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13243528,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13244483,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13247331,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13247454,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13249021,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13250665,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13254135,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13254167,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13254176,16,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13257175,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13257287,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13260508,8,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13260619,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13263458,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13263577,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13265891,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13266009,19,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13267500,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13269063,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13271944,8,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13271963,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13274158,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13276512,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13279994,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13280113,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13280131,8,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13283354,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13283460,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13285386,7,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13287015,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13291654,17,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13291672,19,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13291679,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13291686,18,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13294553,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13294668,17,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13294909,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13295087,17,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13295214,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13295591,22,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13295621,8,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13295656,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13295679,26,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13295713,17,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13295732,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13295743,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13295775,7,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13295824,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13295852,5,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13295904,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13295953,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13296052,8,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13296571,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13297062,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13297171,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13297285,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13297421,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13297556,17,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13297687,7,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13297813,6,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13297824,8,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13297858,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13302139,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13302270,5,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13302278,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13302437,27,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13302475,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13302501,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13302519,7,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13302552,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13302619,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13302747,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13302950,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13303381,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13303438,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13303513,4,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13303534,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13303555,18,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13303647,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13303718,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13303798,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13303976,20,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13304425,18,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13304541,17,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13304575,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13304679,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13304702,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13304781,19,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13305580,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13307759,7,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13309597,10,2023
