Poskytovateľ,Dataset,Počet stiahnutí,Rok
Ministerstvo dopravy a výstavby SR,Zoznam využívaného open source na MDV SR,56,2022
Ministerstvo dopravy a výstavby SR,Zoznam datasetov,18,2022
Ministerstvo dopravy a výstavby SR,Zoznam datasetov MDV SR 2018,132,2022
Ministerstvo dopravy a výstavby SR,Zoznam datasetov MDV SR 2019,165,2022
Ministerstvo dopravy a výstavby SR,Zoznam datasetov MDV SR 2020,58,2022
Ministerstvo dopravy a výstavby SR,Zoznam datasetov MDV SR 2021,90,2022
Ministerstvo dopravy a výstavby SR,Zoznam železničných tratí 2019,51,2022
Ministerstvo dopravy a výstavby SR,Zoznam železničných tratí 2020,123,2022
Ministerstvo dopravy a výstavby SR,Zoznam železničných tratí 2021,102,2022
Ministerstvo financií SR,opendatamfsr000datovyinventar20220124.pdf,45,2022
Ministerstvo financií SR,opendatamfsr001organizacnastruktura20220117.csv,41,2022
Ministerstvo financií SR,opendatamfsr001organizacnastruktura20220117.json,58,2022
Ministerstvo financií SR,opendatamfsr001organizacnastruktura20220117.xml,44,2022
Ministerstvo financií SR,opendatamfsr002kontaktnemiesta20211217.csv,75,2022
Ministerstvo financií SR,opendatamfsr004pracovneskupiny20220111.csv,37,2022
Ministerstvo financií SR,opendata_mfsr_005_podriadeneorganizacie_2021-12-16.csv,82,2022
Ministerstvo financií SR,opendatamfsr006infoziadosti20220110.csv,43,2022
Ministerstvo financií SR,opendatamfsr007strategickedokumenty20220103.csv,64,2022
Ministerstvo financií SR,opendatamfsr008najziadanejsieudaje20220104.csv,30,2022
Ministerstvo financií SR,opendatamfsr008najziadanejsieudaje20220207.csv,28,2022
Ministerstvo financií SR,opendatamfsr008najziadanejsieudaje20220207.xlsx,30,2022
Ministerstvo financií SR,opendatamfsr025ddotacieziadosti20211225.csv,35,2022
Ministerstvo financií SR,zoznam-datasetov-rezortu-financii,59,2022
Ministerstvo financií SR,Zoznam využívaného otvoreného softvéru rezortu MF SR,81,2022
Ministerstvo hospodárstva SR,Časový harmonogramu vytvárania a sprístupňovania datasetov,88,2022
Ministerstvo hospodárstva SR,harmonogram publikovania k 31.12.2019,3,2022
Ministerstvo hospodárstva SR,Tabuľka časového harmonogramu vytvárania a sprístupňovania datasetov,47,2022
Ministerstvo hospodárstva SR,MDS_2019_MH SR_Zakon_71_2013,17,2022
Ministerstvo hospodárstva SR,MDS_2020_MH SR,4,2022
Ministerstvo hospodárstva SR,MDS_2021_MH SR,15,2022
Ministerstvo hospodárstva SR,Prehľad úspešných projektov SARIO,20,2022
Ministerstvo hospodárstva SR,Priemyselné parky a zóny SR,44,2022
Ministerstvo hospodárstva SR,Vydané osvedčenia na výstavbu energetických  zariadení,5,2022
Ministerstvo hospodárstva SR,Výročné správy SARIO,49,2022
Ministerstvo hospodárstva SR,,73,2022
Ministerstvo hospodárstva SR,Zoznam datasetov  k 31.12.2019,24,2022
Ministerstvo hospodárstva SR,Zoznam Datasetov MH SR k 31-03-2018,39,2022
Ministerstvo hospodárstva SR,Zoznam otvorených údajov na webovej stránke k 26.6.2019,42,2022
Ministerstvo hospodárstva SR,MHSR - OpenSource-uloha18,94,2022
Ministerstvo hospodárstva SR,Uloha B-18 - OpenSource - MH SR,79,2022
Ministerstvo hospodárstva SR,"Zoznam subjektov, ktorým bolo schválené poskytnutie investičnej pomoci alebo investičných stimulov",19,2022
Ministerstvo kultúry SR,Dotácie MK SR - 2013,59,2022
Ministerstvo kultúry SR,Dotácie MK SR - 2014,94,2022
Ministerstvo kultúry SR,Dotácie MK SR - 2015,76,2022
Ministerstvo kultúry SR,Dotácie MK SR - 2016,76,2022
Ministerstvo kultúry SR,Dotácie MK SR - 2017,186,2022
Ministerstvo kultúry SR,Dotácie MK SR - 2018,50,2022
Ministerstvo kultúry SR,Kontaktné miesta Ministerstva kultúry Slovenskej republiky,99,2022
Ministerstvo kultúry SR,Objekty evidencie MK SR a organizácií v jeho zriaďovateľskej pôsobnosti ,200,2022
Ministerstvo kultúry SR,Organizačná štruktúra Ministerstva kultúry Slovenskej republiky,111,2022
Ministerstvo kultúry SR,Podriadené organizácie Ministerstva kultúry Slovenskej republiky,107,2022
Ministerstvo kultúry SR,reflexsubor,17,2022
Ministerstvo kultúry SR,NhNKP - Banskobystrický samosprávny kraj,114,2022
Ministerstvo kultúry SR,NhNKP - Bratislavský samosprávny kraj,141,2022
Ministerstvo kultúry SR,NhNKP - Košický samosprávny kraj,178,2022
Ministerstvo kultúry SR,NhNKP - Nitriansky samosprávny kraj,178,2022
Ministerstvo kultúry SR,NhNKP - Prešovský samosprávny kraj,219,2022
Ministerstvo kultúry SR,NhNKP - Trenčiansky samosprávny kraj,124,2022
Ministerstvo kultúry SR,NhNKP - Trnavský samosprávny kraj,187,2022
Ministerstvo kultúry SR,NhNKP - Žilinský samosprávny kraj,141,2022
Ministerstvo kultúry SR,Úradné hodiny Ministerstva kultúry Slovenskej republiky,48,2022
Ministerstvo kultúry SR,"Zoznam využívaného otvoreného softvéru v rezorte kultúry, stav k 28. 7. 2017",128,2022
Ministerstvo obrany SR,Časový harmonogram vytvárania a sprístupňovania datasetov MO SR,28,2022
Ministerstvo obrany SR,MDS_2020_MOSR_1,28,2022
Ministerstvo obrany SR,MDS_2020_MOSR_2,24,2022
Ministerstvo obrany SR,MDS_2020_MOSR_3,58,2022
Ministerstvo obrany SR,MDS_2020_MOSR_4,22,2022
Ministerstvo obrany SR,MDS_2021_MOSR_1,17,2022
Ministerstvo obrany SR,MDS_2021_MOSR_2,13,2022
Ministerstvo obrany SR,MDS_2021_MOSR_3,15,2022
Ministerstvo obrany SR,MDS_2021_MOSR_4,12,2022
Ministerstvo obrany SR,Prehľad projektov,34,2022
Ministerstvo obrany SR,Prehľad projektov za rok 2020,35,2022
Ministerstvo obrany SR,Prehľad projektov za rok 2021,25,2022
Ministerstvo obrany SR,Zoznam datasetov MO SR,39,2022
Ministerstvo obrany SR,Zoznam využívaného otvoreného softvéru,285,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Celkový prehľad správnych konaní vo väzbe na zákon č. 362/2012 Z. z.,131,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Časový harmonogram vytvárania a sprístupňovania datasetov rezortu MPRV SR,251,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Databáza majetku na MPRV SR,160,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,"Dátový inventár - AGROINŠTITÚT, š. p.",69,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,"Dátový inventár - AGROKOMPLEX, š. p.",74,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Dátový inventár - ARVI,112,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,"Dátový inventár - HYDROMELIORÁCIE, š. p.",81,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Dátový inventár - IVVL,85,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,"Dátový inventár - LESY SR, š. p.",111,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,"Dátový inventár - LPM ULIČ, š. p.",80,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Dátový inventár - MPRV SR,83,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Dátový inventár - MSA,62,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Dátový inventár - NLC,98,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Dátový inventár - NPPC,109,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,"Dátový inventár - NŽ TOPOĽČIANKY, š. p.",86,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Dátový inventár - PI SR,91,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Dátový inventár - PPA,106,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,"Dátový inventár - PS SR, š. p.",104,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Dátový inventár - ŠL TANAP,77,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Dátový inventár - ŠVPS SR,93,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Dátový inventár - ŠVPÚ,105,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Dátový inventár - ÚKSÚP,83,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Dátový inventár - ÚŠKVBL,72,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,"Dátový inventár - ZÁVODISKO, š. p.",117,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Dátový inventár rezortu pôdohospodárstva a rozvoja vidieka,106,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Dotácie (limity) - Odbor riadenia a kontroly technickej pomoci PRV,52,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Dotácie (limity) - Odbor štátnych podpôr a technickej pomoci programov EÚ,68,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Dotácie (schémy) - Odbor riadenia a kontroly technickej pomoci PRV,66,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Dotácie (schémy) - Odbor štátnych podpôr a technickej pomoci programov EÚ,46,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Dotácie (výzvy) - Odbor riadenia a kontroly technickej pomoci PRV,69,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Dotácie (výzvy) - Odbor štátnych podpôr a technickej pomoci programov EÚ,68,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Dotácie (žiadosti) - Odbor riadenia a kontroly technickej pomoci PRV,87,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Dotácie (žiadosti) - Odbor štátnych podpôr a technickej pomoci programov EÚ,77,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Evidencia osvedčení o odbornej spôsobilosti na vyhotovenie programov starostlivosti o lesy (PSL),268,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Evidencia osvedčení o získaní oprávnenia na projektovanie pozemkových úprav,255,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Evidencia žiadostí za rok 2017,96,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Evidencia žiadostí za rok 2018,89,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Evidencia žiadostí za rok 2019,30,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Evidencia žiadostí za rok 2020,70,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Harmonogram výziev Technickej pomoci PRV SR 2014-2020 ,105,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Indikatívny harmonogram výziev na predkladanie Žiadostí o nenávratný finančný príspevok,137,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Indikatívny harmonogram výziev PRV na rok 2021 ,71,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Indikatívny harmonogram výziev PRV na rok 2021   ,95,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Indikatívny harmonogram vyzvaní - Národné projekty,142,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Indikatívny harmonogram vyzvaní - projekty Technickej pomoci,113,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,"Informácia podľa § 9 písm. a) a b) zákona č. 362/2012 Z. z. o neprimeraných podmienkach v obchodných vzťahoch, ktorých predmetom sú potraviny",61,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,"Informácia podľa § 9 písm. c) zákona č. 362/2012 Z. z. o neprimeraných podmienkach v obchodných vzťahoch, ktorých predmetom sú potraviny",117,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Informácie o žiadostiach na rokovania lesnej majetkovej komisie,39,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,"Katalóg - AGROINŠTITÚT, š. p.",55,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,"Katalóg - AGROKOMPLEX, š. p.",38,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Katalóg - ARVI,44,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,"Katalóg - HYDROMELIORÁCIE, š. p.",55,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Katalóg - IVVL,37,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,"Katalóg - LESY SR, š. p.",36,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,"Katalóg - LPM ULIČ, š. p.",56,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Katalóg - MPRV SR,50,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Katalóg - MSA,42,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Katalóg - NLC ,48,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,katalóg - NPPC,52,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,"Katalóg - NŽ TOPOĽČIANKY, š. p.",48,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Katalóg - PI SR,49,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Katalóg - PPA,53,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,"Katalóg - PS SR, š. p.",48,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Katalóg - ŠL TANAP,47,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Katalóg - ŠVPS SR,41,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Katalóg - ŠVPÚ,49,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Katalóg - ÚKSÚP,46,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Katalóg - ÚŠKVBL,49,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,"Katalóg - ZÁVODISKO, š. p.",36,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Katalóg rezortu pôdohospodárstva a rozvoja vidieka,104,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,MDS_2019_ MPRV SR_ ENI HU-SK-RO-UA,94,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,MDS_2019_MPRV SR_ Interreg V-A PL-SK,125,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,MDS_2019_MPRV SR_ Interreg V-A SK-HU,100,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,MDS_2019_MPRV SR_Národné podpory ,121,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,MDS_2019_MPRV SR_Technická pomoc PRV,81,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,MDS_2019_PPA_Neprojektové podpory,88,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,MDS_2019_PPA_PRV,227,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,MDS_2019_PPA_Štátna pomoc,85,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,MDS_2020_MPRV SR,7,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,MDS_2020_PPA,3,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Nájomné zmluvy na poľnohospodársku pôdu ,53,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Obvyklá výška nájomného za rok 2018,49,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Obvyklá výška nájomného za rok 2019,45,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Obvyklá výška nájomného za rok 2019 vo formáte SHP,6,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Obvyklá výška nájomného za rok 2020,20,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Obvyklá výška nájomného za rok 2020 vo formáte SHP,17,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Obvyklá výška nájomného za rok 2021,28,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Obvyklá výška nájomného za rok 2021 vo formáte SHP,9,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Počet kontrol podľa zákona 10/1996 Z .z. v roku 2016,55,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Počet kontrol podľa zákona 10/1996 Z .z. v roku 2017,63,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Počet kontrol podľa zákona 357/2015 Z .z. v roku 2016,54,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Počet kontrol podľa zákona 357/2015 Z .z. v roku 2017,47,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Počet kontrol podľa zákona 357/2015 Z. z. v roku 2016,66,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Počet kontrol podľa zákona 357/2015 Z. z. v roku 2017,61,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Počet kontrol podľa zákona 362/2012 Z. z. v roku 2016,56,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Počet kontrol podľa zákona 362/2012 Z. z. v roku 2017,78,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Počet  správnych konaní za rok 2016,60,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Počet petícií a sťažností za rok 2016,73,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Počet petícií a sťažností za rok 2017,82,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Počet správnych konaní za rok 2017,78,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Organizačná štruktúra,117,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Oznámenie o výsledku VO - 2018,52,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Oznámenie o výsledku VO - 2019,57,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Oznámenie o výsledku VO - 2020,2,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Oznámenie o výsledku VO - 2021,6,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Oznámenie o výsledku VO - 2022,1,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Oznámenie o výsledku VO - II.Q. 2019,19,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Oznámenie o výsledku VO - III.Q. 2018 - stravné poukažky,43,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Oznámenie o výsledku VO - III.Q. 2019,2,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Oznámenie o výsledku VO - III.Q.2018 - zabezpečenie leteckej prepravy,34,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Oznámenie o výsledku VO - IV.Q. 2018 - bezhotovostný nákup PHM ,38,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Oznámenie o výsledku VO - IV.Q. 2018 - poskytnutie mobilných služieb,24,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Oznámenie o výsledku VO - IV.Q. 2018 - stravné poukážky,27,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Oznámenie o výsledku VO _ I. Q 2019,7,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Oznámenie o výslednu VO - II.Q.2018 - poskytovanie mobilných služieb,27,2022
Ministerstvo pôdohospodárstva a rozvoja vidieka SR,Oznámenie o výslednu VO - III.Q.2018 - poskytovanie mobilných služieb,33,2022
